Num	Domain	Name_to_Use	InEukProtV3	InTCS	EukProt_ID	UniProt_Proteome_ID	UP_RefProt	Actions_Needed	Changes_Vs_EukProtV3	Filtering_Applied	NumProts_PreFilt	NumProts_PostFilt	PropProts_Retained	Genus_UniEuk	Epithet_UniEuk	Supergroup_UniEuk	Taxogroup1_UniEuk	Taxogroup2_UniEuk	Actions_Prior_to_Use_EukProt	Data_Source_Type_EukProt	Taxonomy_UniEuk	Data_Source_URL	Original_Filename	New_Data_Citation	TaxSpecific_Busco_Complete	TaxSpecific_Busco_Single	TaxSpecific_Busco_Duplicated	TaxSpecific_Busco_Fragmented	TaxSpecific_Busco_Missing	Euk_Busco_Complete	Euk_Busco_Single	Euk_Busco_Duplicated	Euk_Busco_Fragmented	Euk_Busco_Missing																
131	Eukaryota	Claviceps_purpurea	FALSE	FALSE	NA	UP000016801	TRUE	"Download UniProt reference proteome, BUSCO"	Not in EukProt; UniProt reference proteome	Remove prots < 20 AA;	8814	8794	0.997730883	Claviceps	purpurea	Opisthokonta	Fungi	Basidiomycota	NA	NA	Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;'core Fungi';Dikarya;Ascomycota;'saccharomyceta';Pezizomycotina;'leotiomyceta';'sordariomyceta';Sordariomycetes;Hypocreomycetidae;Hypocreales;Clavicipitaceae ;Claviceps;Claviceps purpurea (strain 20.1);strain 20.1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000016801/UP000016801_1111077.fasta.gz	Claviceps_purpurea_UniProtRefProteome.fasta																											
132	Eukaryota	Ustilago_maydis	TRUE	TRUE	EP00150	UP000000561	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;None	6788	6788	1	Ustilago	maydis	Opisthokonta	Fungi	Basidiomycota	none	genome	Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;'core Fungi';Dikarya;Basidiomycota;Ustilaginomycotina;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Ustilago;Ustilago maydis;strain 521	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000000561/UP000000561_237631.fasta.gz	Ustilago_maydis_UniProtRefProteome.fasta																											
133	Eukaryota	Allomyces_macrogynus	TRUE	TRUE	EP00129	UP000054350	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;	18611	18611	1	Allomyces	macrogynus	Opisthokonta	Fungi	Blastocladiomycota	none	genome	Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;'core Fungi';Blastocladiomycota;Blastocladiales;Allomyces;Allomyces macrogynus;strain ATCC-38327	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000054350/UP000054350_578462.fasta.gz	Allomyces_macrogynus_UniProtRefProteome.fasta																											
134	Eukaryota	Batrachochytrium_dendrobatidis	TRUE	TRUE	EP00130	UP000007241	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;	8610	8610	1	Batrachochytrium	dendrobatidis	Opisthokonta	Fungi	Chytridiomycota	none	genome	Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;'core Fungi';Chytridiomycota;Chytridiomycetes;Rhizophydiales;Batrachochytrium;Batrachochytrium dendrobatidis;strain JAM81	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000007241/UP000007241_684364.fasta.gz	Batrachochytrium_dendrobatidis_UniProtRefProteome.fasta																											
135	Eukaryota	Rhizophagus_irregularis	TRUE	TRUE	EP00151	UP000234323	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome; Different strain used in UniProt (A4)	Remove prots < 20 AA;None	25730	25730	1	Rhizophagus	irregularis	Opisthokonta	Fungi	Mucoromycota	none	genome	Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;'core Fungi';Mucoromycota;Glomeromycotina;Glomerales;Glomeraceae;Rhizophagus;Rhizophagus irregularis;strain A4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000234323/UP000234323_588596.fasta.gz	Rhizophagus_irregularis_UniProtRefProteome.fasta																											
136	Eukaryota	Rhizopus_delemar	TRUE	TRUE	EP00152	UP000009138	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome; Different strain used in UniProt (RA 99-880 / ATCC MYA-4621 / FGSC 9543 / NRRL 43880)	Remove prots < 20 AA;None	16971	16971	1	Rhizopus	delemar	Opisthokonta	Fungi	Mucoromycota	none	genome	Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;'core Fungi';Mucoromycota;Mucoromycotina;Mucorales;Mucorineae;Rhizopodaceae;Rhizopus;Rhizopus delemar;strain RA 99-880	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000009138/UP000009138_246409.fasta.gz	Rhizopus_delemar_UniProtRefProteome.fasta																											
137	Eukaryota	Rozella_allomycis	TRUE	TRUE	EP00157	UP000030755	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;None	6337	6337	1	Rozella	allomycis	Opisthokonta	Fungi	Rozellida	none	genome	Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;'cryptomycota';Rozellida;Rozella;Rozella allomycis;strain CSF55	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000030755/UP000030755_988480.fasta.gz	Rozella_allomycis_UniProtRefProteome.fasta																											
138	Eukaryota	Conidiobolus_coronatus	TRUE	TRUE	EP00154	UP000070444	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;	10563	10563	1	Conidiobolus	coronatus	Opisthokonta	Fungi	Zoopagomycota	none	genome	Eukaryota;Amorphea;Obazoa;Opisthokonta;Nucletmycea;Fungi;'core Fungi';Zoopagomycota;Entomophthoromycotina;Entomophthorales;Ancylistaceae;Conidiobolus;Conidiobolus coronatus;strain NRRL-28638	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000070444/UP000070444_796925.fasta.gz	Conidiobolus_coronatus_UniProtRefProteome.fasta																											
139	Eukaryota	Amoebidium_parasiticum	TRUE	TRUE	EP00123	NA	NA	BUSCO	None	Remove prots < 20 AA;Extract longest isoform;CD-HIT 0.90	23007	18080	0.785847785	Amoebidium	parasiticum	Opisthokonta	Ichthyosporea	Ichthyophonida	none	transcriptome	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Ichthyosporea;Ichthyophonida;'AEI clade';Amoebidium;Amoebidium parasiticum; strain JAP-7-2	https://figshare.com/articles/Trancriptome_-_Amoebidium_parasiticum/4714243	EP00123_Amoebidium_parasiticum.fasta																											
140	Eukaryota	Creolimax_fragrantissima	TRUE	TRUE	EP01134	NA	NA	BUSCO	None	Remove prots < 20 AA;CD-HIT 0.95	8694	8566	0.985277203	Creolimax	fragrantissima	Opisthokonta	Ichthyosporea	Ichthyophonida	none	genome	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Ichthyosporea;Ichthyophonida;'CS clade';Creolimax;Creolimax fragrantissima	http://dx.doi.org/10.6084/m9.figshare.1403592	EP01134_Creolimax_fragrantissima.fasta																											
141	Eukaryota	Sphaeroforma_arctica	TRUE	TRUE	EP00125	UP000054560	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;None	18207	18207	1	Sphaeroforma	arctica	Opisthokonta	Ichthyosporea	Ichthyophonida	none	genome	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Ichthyosporea;Ichthyophonida;'CS clade';Sphaeroforma;Sphaeroforma arctica;strain JP610	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000054560/UP000054560_667725.fasta.gz	Sphaeroforma_arctica_UniProtRefProteome.fasta																											
142	Eukaryota	Chromosphaera_perkinsii	TRUE	FALSE	EP01135	NA	NA	BUSCO	None	Remove prots < 20 AA;CD-HIT 0.95	12463	11957	0.959399823	Chromosphaera	perkinsii	Opisthokonta	Ichthyosporea	Rhinosporidaceae	none	genome	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Ichthyosporea;Rhinosporidaceae;Chromosphaera;Chromosphaera perkinsii;strain Hawaii	https://figshare.com/articles/dataset/Genome_-_Chromosphaera_perkinsii/5426494	EP01135_Chromosphaera_perkinsii.fasta																											
143	Eukaryota	Sphaerothecum_destruens	TRUE	TRUE	EP00126	NA	NA	BUSCO	None	Remove prots < 20 AA;Extract longest isoform;CD-HIT 0.90	15930	9542	0.598995606	Sphaerothecum	destruens	Opisthokonta	Ichthyosporea	Rhinosporidaceae	none	transcriptome	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Ichthyosporea;Rhinosporidaceae;Sphaerothecum;Sphaerothecum destruens;strain UK-Cefas-1	https://figshare.com/articles/Transcriptome_-_Sphaerothecum_destruens_rosette_agent_/5446489	EP00126_Sphaerothecum_destruens.fasta																											
144	Eukaryota	Ixodes_scapularis	TRUE	FALSE	EP00082	UP000001555	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;None	20487	20487	1	Ixodes	scapularis	Opisthokonta	Metazoa	Arthropoda	none	genome	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;'parahoxozoa';Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;'core C';Arachnida;Acari;Parasitiformes;Ixodida;Ixodidae;Ixodes;Ixodes scapularis; strain Wikel	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000001555/UP000001555_6945.fasta.gz	Ixodes_scapularis_UniProtRefProteome.fasta																											
145	Eukaryota	Calanus_glacialis	TRUE	TRUE	EP00090	NA	NA	BUSCO	None	Remove prots < 20 AA;Extract longest isoform;CD-HIT 0.90	47657	36607	0.768134797	Calanus	glacialis	Opisthokonta	Metazoa	Arthropoda	"assemble mRNA,translate mRNA"	transcriptome	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;'parahoxozoa';Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Copepoda;Calanoida;'megacalanoids';Calanidae;Calanus;Calanus glacialis	https://www.ncbi.nlm.nih.gov/Traces/study/?WebEnv=NCID_1_23063805_130.14.22.33_5555_1553759067_712965539_0MetA0_S_HStore&query_key=12	EP00090_Calanus_glacialis.fasta																											
146	Eukaryota	Lepeophtheirus_salmonis	TRUE	FALSE	EP00097	UP000675881	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;None	15124	15124	1	Lepeophtheirus	salmonis	Opisthokonta	Metazoa	Arthropoda	none	genome	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;'parahoxozoa';Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Copepoda;Podoplea;Siphonostomatoida;'CDHKP clade';'caligiforms';Caligidae;Lepeophtheirus;Lepeophtheirus salmonis; strain IoA-00	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000675881/UP000675881_72036.fasta.gz	Lepeophtheirus_salmonis_UniProtRefProteome.fasta																											
147	Eukaryota	Drosophila_melanogaster	TRUE	TRUE	EP00099	UP000000803	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;	13821	13813	0.999421171	Drosophila	melanogaster	Opisthokonta	Metazoa	Arthropoda	none	genome	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;'parahoxozoa';Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Acalyptratae;Drosophilidae;Drosophila;Drosophila melanogaster;strain Berkeley	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000000803/UP000000803_7227.fasta.gz	Drosophila_melanogaster_UniProtRefProteome.fasta																											
148	Eukaryota	Ramazzottius_varieornatus	FALSE	FALSE	NA	UP000186922	TRUE	"Download UniProt reference proteome, BUSCO"	Not in EukProt; UniProt reference proteome	Remove prots < 20 AA;None	22940	22933	0.999694856	Ramazzottius	varieornatus	Opisthokonta	Metazoa	Panarthropoda	NA	NA	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;'parahoxozoa';Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Tardigrada;Ramazzottius;Ramazzottius varieornatus;strain YOKOZUNA-1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000186922/UP000186922_947166.fasta.gz	Ramazzottius_varieornatus_UniProtRefProteome.fasta																											
149	Eukaryota	Capitella_teleta	TRUE	TRUE	EP00103	UP000014760	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;	31857	31857	1	Capitella	teleta	Opisthokonta	Metazoa	Annelida	none	genome	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;'parahoxozoa';Bilateria;Protostomia;Lophotrochozoa;Annelida;Pleistoannelida;Sedentaria;'core sedentarids';'CEO clade';Capitellidae;Capitella;Capitella teleta;strain I-ESC-2004	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000014760/UP000014760_283909.fasta.gz	Capitella_teleta_UniProtRefProteome.fasta																											
150	Eukaryota	Helobdella_robusta	FALSE	FALSE	NA	UP000015101	TRUE	"Download UniProt reference proteome, BUSCO"	Not in EukProt; UniProt reference proteome	Remove prots < 20 AA;None	23328	23328	1	Helobdella	robusta	Opisthokonta	Metazoa	Annelida	NA	NA	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;'parahoxozoa';Bilateria;Protostomia;Lophotrochozoa;Annelida;Clitellata;Hirudinea;Rhynchobdellida;Glossiphoniidae;Helobdella;Helobdella_robusta	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000015101/UP000015101_6412.fasta.gz	Helobdella_robusta_UniProtRefProteome.fasta																											
151	Eukaryota	Dimorphilus_gyrociliatus	FALSE	FALSE	NA	UP000549394	TRUE	"Download UniProt reference proteome, BUSCO"	Not in EukProt; UniProt reference proteome	Remove prots < 20 AA;	14044	14044	1	Dimorphilus	gyrociliatus	Opisthokonta	Metazoa	Annelida	NA	NA	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;'parahoxozoa';Bilateria;Protostomia;Lophotrochozoa;Annelida;Polychaeta;Polychaeta incertae sedis;Dinophilidae;Dimorphilus;Dimorphilus gyrociliatus	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000549394/UP000549394_2664684.fasta.gz	Dimorphilus_gyrociliatus_UniProtRefProteome.fasta																											
152	Eukaryota	Lingula_anatina	TRUE	FALSE	EP00104	UP000085678	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;None	26679	26679	1	Lingula	anatina	Opisthokonta	Metazoa	Brachiopoda	none	genome	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;'parahoxozoa';Bilateria;Protostomia;Lophotrochozoa;Brachiopoda;Lingulidae;Lingula;Lingula anatina	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000085678/UP000085678_7574.fasta.gz	Lingula_anatina_UniProtRefProteome.fasta																											
153	Eukaryota	Branchiostoma_belcheri	FALSE	FALSE	NA	UP000515135	TRUE	"Download UniProt reference proteome, BUSCO"	Not in EukProt; UniProt reference proteome	Remove prots < 20 AA;	23850	23850	1	Branchiostoma	belcheri	Opisthokonta	Metazoa	Cephalochordata	NA	NA	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;'parahoxozoa';Bilateria;Deuterostomia;Chordata;Cephalochordata;Branchiostoma;Branchiostoma belcheri	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000515135/UP000515135_7741.fasta.gz	Branchiostoma_belcheri_UniProtRefProteome.fasta																											
154	Eukaryota	Nematostella_vectensis	TRUE	TRUE	EP00110	UP000001593	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;None	24427	24427	1	Nematostella	vectensis	Opisthokonta	Metazoa	Cnidaria	none	genome	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;'parahoxozoa';Cnidaria;Anthozoa;Hexacorallia;Actiniaria;Anenthemonae;'edwardsioids';Nematostella;Nematostella vectensis;strain CH2xCH6	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000001593/UP000001593_45351.fasta.gz	Nematostella_vectensis_UniProtRefProteome.fasta																											
155	Eukaryota	Hydra_vulgaris	FALSE	FALSE	NA	UP000694840	TRUE	"Download UniProt reference proteome, BUSCO"	Not in EukProt; UniProt reference proteome	Remove prots < 20 AA;None	20256	20254	0.999901264	Hydra	vulgaris	Opisthokonta	Metazoa	Cnidaria	NA	NA	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;'parahoxozoa';Cnidaria;Hydrozoa;Hydroidolina;Anthoathecata;Aplanulata;Hydridae;Hydra;Hydra vulgaris	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000694840/UP000694840_6087.fasta.gz	Hydra_vulgaris_UniProtRefProteome.fasta																											
156	Eukaryota	Mnemiopsis_leidyi	TRUE	TRUE	EP00115	NA	NA	BUSCO	None	Remove prots < 20 AA;CD-HIT 0.95	16058	15887	0.989351102	Mnemiopsis	leidyi	Opisthokonta	Metazoa	Ctenophora	none	genome	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;Ctenophora;'core lobates';Mnemiopsis;Mnemiopsis leidyi	ftp://ftp.ensemblgenomes.org/pub/metazoa/release-42/fasta/mnemiopsis_leidyi/pep/Mnemiopsis_leidyi.MneLei_Aug2011.pep.all.fa.gz	EP00115_Mnemiopsis_leidyi.fasta																											
157	Eukaryota	Pleurobrachia_bachei	FALSE	FALSE	NA	NA	NA	"Download proteome; Reformat to fasta, extract annotations; BUSCO"	Not in EukProt	Remove prots < 20 AA;None	19525	19431	0.995185659	Pleurobrachia	bachei	Opisthokonta	Metazoa	Ctenophora	NA	NA	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;Ctenophora;'core lobates';Pleurobrachia; Pleurobrachia bachei	https://neurobase.rc.ufl.edu/pleurobrachia/download/downloadProject.php?projectID=38	Pleurobrachia_bachei_proteome.fasta																											
158	Eukaryota	Strongylocentrotus_purpuratus	TRUE	TRUE	EP00057	UP000007110	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;None	26461	26461	1	Strongylocentrotus	purpuratus	Opisthokonta	Metazoa	Echinodermata	none	genome	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;'parahoxozoa';Bilateria;Deuterostomia;Ambulacraria;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Echinoida;Strongylocentrotus;Strongylocentrotus purpuratus	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000007110/UP000007110_7668.fasta.gz	Strongylocentrotus_purpuratus_UniProtRefProteome.fasta																											
159	Eukaryota	Octopus_bimaculoides	TRUE	FALSE	EP00106	UP000053454	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;None	32794	32778	0.999512106	Octopus	bimaculoides	Opisthokonta	Metazoa	Mollusca	none	genome	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;'parahoxozoa';Bilateria;Protostomia;Lophotrochozoa;Mollusca;Conchifera;Cephalopoda;Coleoidea;Octopodiformes;Octopoda;Incirrata;Octopus;Octopus bimaculoides	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000053454/UP000053454_37653.fasta.gz	Octopus_bimaculoides_UniProtRefProteome.fasta																											
160	Eukaryota	Caenorhabditis_elegans	TRUE	TRUE	EP00081	UP000001940	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;	19838	19773	0.99672346	Caenorhabditis	elegans	Opisthokonta	Metazoa	Nematoda	none	genome	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;'parahoxozoa';Bilateria;Protostomia;Ecdysozoa;Nematozoa;Nematoda;Chromadoria;Rhabditida;Rhabditina;Rhabditomorpha;Peloderidae;Caenorhabditis;Caenorhabditis elegans;strain Bristol N2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000001940/UP000001940_6239.fasta.gz	Caenorhabditis_elegans_UniProtRefProteome.fasta																											
161	Eukaryota	Bursaphelenchus_okinawaensis	FALSE	FALSE	NA	UP000614601	TRUE	"Download UniProt reference proteome, BUSCO"	Not in EukProt; UniProt reference proteome	Remove prots < 20 AA;	14486	14486	1	Bursaphelenchus	okinawaensis	Opisthokonta	Metazoa	Nematoda	NA	NA	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;'parahoxozoa';Bilateria;Protostomia;Ecdysozoa;Nematozoa;Nematoda;Chromadorea;Rhabditida;Tylenchina;Tylenchomorpha;Aphelenchoidea;Aphelenchoididae;Bursaphelenchus;Bursaphelenchus_okinawaensis	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000614601/UP000614601_465554.fasta.gz	Bursaphelenchus_okinawaensis_UniProtRefProteome.fasta																											
162	Eukaryota	Loa_loa	FALSE	FALSE	NA	UP000095285	TRUE	"Download UniProt reference proteome, BUSCO"	Not in EukProt; UniProt reference proteome	Remove prots < 20 AA;None	12201	12201	1	Loa	loa	Opisthokonta	Metazoa	Nematoda	NA	NA	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;'parahoxozoa';Bilateria;Protostomia;Ecdysozoa;Nematozoa;Nematoda;Chromadoria;Rhabditida;Spirurina;Spiruromorpha;Filarioidea;Onchocercidae;Loa;Loa loa	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000095285/UP000095285_7209.fasta.gz	Loa_loa_UniProtRefProteome.fasta																											
163	Eukaryota	Trichinella_spiralis	FALSE	FALSE	NA	UP000054776	TRUE	"Download UniProt reference proteome, BUSCO"	Not in EukProt; UniProt reference proteome	Remove prots < 20 AA;None	14258	14258	1	Trichinella	spiralis	Opisthokonta	Metazoa	Nematoda	NA	NA	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;'parahoxozoa';Bilateria;Protostomia;Ecdysozoa;Nematozoa;Nematoda;Enoplea;Dorylaimia;Trichinellida;Trichinellidae;Trichinella;Trichinella spiralis	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000054776/UP000054776_6334.fasta.gz	Trichinella_spiralis_UniProtRefProteome.fasta																											
164	Eukaryota	Schistosoma_mansoni	TRUE	FALSE	EP00109	UP000008854	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;None	10026	10019	0.999301815	Schistosoma	mansoni	Opisthokonta	Metazoa	Platyhelminthes	none	genome	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;'parahoxozoa';Bilateria;Protostomia;Lophotrochozoa;Platyhelminthes;Rhabditophora;Euneoophora;Neodermata;Trematoda;Digenea;Schistosoma;Schistosoma mansoni;strain Puerto Rican	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000008854/UP000008854_6183.fasta.gz	Schistosoma_mansoni_UniProtRefProteome.fasta																											
165	Eukaryota	Macrostomum_lignano	TRUE	FALSE	NA	UP000215902	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;None	43466	43466	1	Macrostomum	lignano	Opisthokonta	Metazoa	Platyhelminthes	none	genome	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;'parahoxozoa';Bilateria;Protostomia;Lophotrochozoa;Platyhelminthes;Rhabditophora;Macrostomorpha;Macrostomida;Macrostomidae;Macrostomum	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000215902/UP000215902_282301.fasta.gz	Macrostomum_lignano_UniProtRefProteome.fasta																											
166	Eukaryota	Trichoplax_sp_H2	TRUE	TRUE	EP00114	UP000253843	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;None	12150	12150	1	Trichoplax	NA	Opisthokonta	Metazoa	Placozoa	none	genome	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Animalia;'parahoxozoa';Placozoa;Trichoplax;Trichoplax sp H2;strain Panama	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000253843/UP000253843_287889.fasta.gz	Trichoplax_sp_H2_UniProtRefProteome.fasta																											
167	Eukaryota	Amphimedon_queenslandica	TRUE	TRUE	EP00119	UP000007879	TRUE	"Download UniProt reference proteome, BUSCO"	UniProt reference proteome	Remove prots < 20 AA;	43437	43283	0.996454635	Amphimedon	queenslandica	Opisthokonta	Metazoa	Porifera	none	genome	Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Metazoa;Porifera;'DemHex clade';Demospongiae;Haploscleromorpha;'ABD group';'clade B';Amphimedon queenslandica	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000007879/UP000007879_400682.fasta.gz	Amphimedon_queenslandica_UniProtRefProteome.fasta																											
